shabby	∫ǽbi
riesling	ríʒzliŋ
reason	ríʒzn
rezone	rìʒzóun
wreathe	riʒʒ
wreathe	riʒʒ
rearm	rìʒάərm
rearmament	rìʒάərməmənt
rheology	riʒάlədʒi
rheometer	riʒάmətər
rheometry	riʒάmətri
rheotropism	riʒάtrəpìzm
wreath	riʒθ
rethink	rìʒθíŋk
reuptake	rìʒλptèik
acceleration	rksèləréi∫ən
rho	rou
roe	rou
roe	rou
row	rou
row	rou
robe	roub
robomb	róubàm
robot	róubat
robotize	róubatàiz
robotesque	ròubatésk
robotomorphic	ròubatəmɔ́ərfik
roboteer	ròubatíər
roburite	róubəràit
robotology	roubətάlədʒi
roble	róublei
robo	róubòu
rowboat	róubout
robotic	roubάtik
robotics	roubάtiks
roboticist	roubάtisist
roebuck	róubλk
robust	roubλst
robustious	roubλst∫əs
road	roud
rode	roud
rodin	roudǽŋ
rodolph	róudalf
roadbound	róudbàund
roadbed	róudbèd
roadblock	róudblàk
roadbook	róudbùk
roadcraft	róudcræ̀ft
rodenticide	roudéntəsaaid
rhoda	róudə
roadability	ròudəbíləti
roadable	róudəbl
rhododendron	ròudədéndrən
rhodolite	róudəlàit
rhodium	róudəm
rhodamine	róudəmìʒnʒ
roadhouse	róudhàus
roadholding	róudhòuldiŋ
roadie	róudi
rhodian	róudiən
rodeo	róudiòu
rhodesia	roudíʒʒiə
rhodesian	roudíʒʒiən
roadless	róudlis
roadman	róudmæ̀n
rodent	róudnt
roadrunner	róudrλnər
roadside	róudsàid
roadstead	róudstèd
roadster	róudstər
roadway	róudwèi
roadwork	róudwə̀ʒrk
roadworthy	róudwə̀ʒrʒi
roadweary	róudwíəri
rhodes	roudz
rhodopsin	roudάpsin
rower	róuər
rogue	roug
rogallist	rougǽlou
rogation	rougéi∫ən
roguery	róugəri
roguish	róugi∫
rowing	róuiŋ
roque	rouk
roquet	roukéi
roquelaure	roukəlɔ́ər
roquefort	róukfərt
role	roul
roll	roul
rollback	róulbæ̀k
rolamite	róuləmàit
roland	róulənd
rowland	róulənd
roller	róulər
rollerdrome	róulərdròum
rollaway	róuləwèi
rolling	róuliŋ
rollmops	róulmàps
rollover	róulòuvər
rollpast	róulpæ̀st
rollway	róulwèi
roam	roum
rom	roum
rome	roum
romanic	roumǽnik
romance	roùmǽns
romancer	roumǽnsər
romancist	roumǽnsist
romanticize	roumǽntəsàiz
romanticism	roumǽntəsizm
romantic	roumǽntik
romantically	roumǽntikəli
romaic	rouméiik
romaine	roùméin
roma	róumə
roman	róumən
romanize	róumənàiz
romanesque	ròumənésk
romanish	róuməni∫
romanist	róumənist
romanism	róumənizm
romish	róumi∫
romeo	róumiòu
romeo	róumiòu
romaunt	roumɔ́ʒnt
romeward	róumwərd
romewards	róumwərdz
rhone	roun
roan	roun
roneo	róuniòu
rope	roup
roup	roup
ropedancer	róupdænsər
ropery	róupəri
ropey	róupi
ropy	róupi
roping	róupiŋ
ropewalker	róupwɔʒkər
roast	roust
roaster	róustər
roasting	róustiŋ
roestone	róustòun
rote	rout
wrote	rout
roach	rout∫
rotation	routéi∫ən
rotational	routéi∫nəl
rotate	róuteit
rotative	róuteitiv
rotator	róuteivər
rota	róutə
rotochute	róutə∫uʒt
rotifer	róutəfər
rotiform	róutəfɔəm
rotograph	róutəgræf
rotogravure	routəgrəvjúər
rotameter	róutəmiʒtər
rotenone	róutənoun
rotor	róutər
rotary	róutəri
rotorcraft	róutərkræft
rhotacism	róutəsìzm
rotoscope	róutəskoup
rototill	róutətil
rototiller	róutətilər
rotatory	róutətɔʒri
rotavator	róutəveitər
rotovator	róutəveitər
rotavirus	routəvάiərəs
rotisserie	routísəri
roturier	routjúəriei
roto	róutou
roto	róutou
rotarian	routέəriən
rotund	routλnd
rotunda	routλndə
rotundity	routλndəti
rove	rouv
rover	róuvər
roving	róuviŋ
rowena	rouwíʒnə
rose	rouz
rose	rouz
rose	rouz
rosaniline	rouzǽnəlin
rosebay	róuzbei
rosebud	róuzbʌd
rose	rouzéi
rosaceous	rouzéi∫əs
rosalia	rouzéiliə
rosace	rouzéis
rosetta	rouzétə
rossetti	rouzéti
rosa	róuzə
rosable	róuzəbel
roosevelt	róuzəbəlt
rosicrucian	rouzəkrúʒ∫ən
rosary	róuzəri
rosery	róuzəri
rosie	róuzi
rosy	róuzi
roseate	róuziət
rosily	róuzili
rosiness	róuzinis
roseola	rouzióulə
rosemary	róuzmeri
rosemary	róuzmeri
roseau	rouzóu
noseride	rouzrάid
rosewater	róuzwɔʒtər
rosarium	rouzέəriəm
rosarian	rouzέəriən
roar	rɔər
rorqual	rɔ́ərkwəl
rorty	rɔ́ərti
roy	rɔi
roid	rɔid
royal	rɔ́iəl
royally	rɔ́iəli
royalist	rɔ́iəlist
royalistic	rɔiəlístik
royalism	rɔ́iəlizm
royalty	rɔ́iəlti
roil	rɔil
roily	rɔ́ili
roister	rɔ́istər
royster	rɔ́istər
roisterous	rɔ́istərəs
reuters	rɔ́itərz
raw	rɔʒ
rawboned	rɔ́ʒbóund
rawhide	rɔʒhàid
rawheel	rɔʒhiʒl
rawish	rɔ́ʒi∫
raucous	rɔ́ʒkəs
rall	rɔʒl
raleigh	rɔ́ʒli
rawly	rɔ́ʒli
rawness	rɔ́ʒnis
raunch	rɔʒnt∫
raunchy	rɔʒnt∫i
wrong	rɔʒŋ
wrong	rɔʒŋ
wrong	rɔʒŋ
wrong	rɔʒŋ
wrongdoer	rɔ́ʒŋdùʒər
wrongdoing	rɔ́ʒŋdùʒiŋ
wrongheaded	rɔ́ʒŋhèdid
wrongly	rɔ́ʒŋli
roric	rɔ́ʒrik
roaring	rɔ́ʒriŋ
forswear	rɔʒrswέər
ross	rɔʒs
raucity	rɔ́ʒsəti
rossini	rɔʒsíʒni
wrought	rɔʒt
wrought	rɔʒt
raughty	rɔ́ʒti
wroughtup	rɔ́ʒtλp
wroth	rɔʒθ
roue	ruéi
ruhr	ruər
rurality	ruərǽləti
rural	rúərəl
ruralize	rúərəlaiz
ruralist	rúərəlist
ruralization	ruərəlizéi∫ən
ruralism	rúərəlizm
ruritania	ruərətéiniə
rook	ruk
rookery	rúkəri
rooky	rúki
rousseau	rusóu
roux	ruʒ
rue	ruʒ
rouche	ruʒ∫
ruche	ruʒ∫
ruching	rúʒ∫iŋ
rube	ruʒb
rubasse	ruʒbǽs
rhubarb	rúʒbaərb
rhubarbing	rúʒbaərbiŋ
rubellite	ruʒbélait
rubella	ruʒbélə
rubescent	ruʒbésnt
rubefaction	ruʒbəfǽk∫ən
rubefy	rúʒbəfai
rubify	rúʒbəfai
rubefacient	ruʒbəféi∫ənt
ruby	rúʒbi
ruby	rúʒbi
rubied	rúʒbid
rubidium	ruʒbídiəm
rubiginous	ruʒbídʒənəs
rubious	rúʒbiəs
rubicon	rúʒbikan
rubicund	rúʒbikʌnd
reuben	rúʒbin
rubinstein	rúʒbinstain
rubens	rúʒbinz
rubeola	ruʒbióulə
rubeosis	ruʒbióusəs
rouble	rúʒbl
ruble	rúʒbl
rubredoxin	ruʒbrədάksin
rubrician	ruʒbrí∫ən
rubric	rúʒbrik
rubrication	ruʒbrikéi∫ən
rubricate	rúʒbrikeit
rubrical	rúʒbrikəl
rubato	ruʒbάʒtou
rood	ruʒd
rude	ruʒd
rudolf	rúʒdalf
rudolph	rúʒdalf
rudimentary	ruʒdəméntəri
rudimental	ruʒdəméntl
rudiment	rúʒdəmənt
ruderal	rúʒdərəl
rudy	rúʒdi
rudely	rúʒdli
rouge	ruʒdʒ
roof	ruʒf
rufescent	ruʒfésnt
rueful	rúʒfəl
roofer	rúʒfər
rufous	rúʒfəs
rufus	rúʒfəs
roofage	ruʒfidʒ
roofing	rúʒfiŋ
roofless	rúʒflis
roofed	ruʒft
rooftop	rúʒftàp
rooftree	rúʒftrìʒ
rugate	rúʒgeit
rugose	rúʒgous
rugosity	ruʒgάsəti
ruin	rúʒin
ruined	rúʒind
ruinate	rúʒineit
ruinous	rúʒinəs
rule	ruʒl
rulebook	rúʒlbuk
roulette	ruʒlét
ruler	rúʒlər
ruling	rúʒliŋ
ruleless	rúʒllis
rouleau	ruʒlóu
roulade	ruʒlάd
rheum	ruʒm
room	ruʒm
roomed	ruʒmd
roomette	ruʒmét
rumen	rúʒmən
rumination	ruʒmənéi∫ən
ruminate	rúʒməneit
ruminative	rúʒməneitər
ruminator	rúʒməneitər
ruminant	rúʒmənənt
roomer	rúʒmər
rumormonger	rúʒmərmʌŋgər
roomful	rúʒmfùl
rheumy	rúʒmi
roomie	rúʒmi
roomy	rúʒmi
roominess	rúʒminis
roommate	rúʒmmèit
runic	rúʒnik
rune	ruʒnʒ
rouault	ruʒóu
roup	ruʒp
rupestrine	ruʒpéstrin
rupert	rúʒpərt
roupy	rúʒpi
rupicolous	ruʒpíkələs
rupee	ruʒpíʒ
rupiah	ruʒpíʒə
roost	ruʒst
rooster	rúʒstər
root	ruʒt
route	ruʒt
rutabaga	ruʒtəbéigə
rutilant	rúʒtələnt
routineer	ruʒtəníər
rooter	rúʒtər
router	rúʒtər
rooty	rúʒti
rooted	rúʒtid
rootage	rúʒtidʒ
routing	rúʒtiŋ
rutile	rúʒtiʒl
routinize	ruʒtíʒnaiz
routinism	ruʒtíʒnimz
routine	ruʒtíʒnʒ
rootle	rúʒtlit
ruse	ruʒz
rouge	ruʒʒ
rouen	ruʒάʒŋ
ruth	ruʒθ
ruthenic	ruʒθénik
ruthenium	ruʒθíʒniəm
ruthless	rúʒθlis
rwanda	ruάʒndə
ruana	ruάʒnə
rub	rʌb
rudd	rʌd
rudbeckia	rʌdbékiə
rough	rʌf
ruff	rʌf
ruffed	rʌft
rug	rʌg
ruck	rʌk
rux	rʌks
rum	rʌm
rhumb	rʌmb
rumbustious	rʌmbλst∫əs
rump	rʌmp
run	rʌn
runt	rʌnt
rung	rʌŋ
wrung	rʌŋ
russ	rʌs
russification	rʌsəfikéi∫ən
russophobia	rʌsəfóubiə
rusk	rʌsk
rust	rʌst
rustication	rʌstikéi∫ən
rusticity	rʌstísəti
russophilism	rʌsάfəlizm
robber	rάbər
roborant	rάbərənt
robbery	rάbəri
robert	rάbərt
robbie	rάbi
robin	rάbin
robin	rάbin
robinson	rάbinsn
rodman	rάdmən
rodney	rάdni
roger	rάdʒər
roger	rάdʒər
ribosome	rάibəsòum
ribes	rάibiʒz
ribose	rάibous
rider	rάidər
ridership	rάidər∫ip
riderless	rάidərlis
riding	rάidiŋ
rigel	rάidʒəl
rhyolite	rάiəlàit
riant	rάiənt
riot	rάiət
ryot	rάiət
rioter	rάiətər
riotous	rάiətəs
rifle	rάifl
rifleshot	rάifl∫àt
riflebird	rάiflbə̀ʒrd
rifled	rάifld
rifling	rάifliŋ
rifleman	rάiflmən
riflery	rάiflri
riflescope	rάiflskòup
ryegrass	rάigræs
reichsbank	rάiksbæ̀ŋk
riley	rάili
rhymer	rάimər
rimy	rάimi
rhyming	rάimiŋ
rhymist	rάimist
rhymeless	rάimlis
rimose	rάimous
rhymester	rάimstər
rimester	rάimstər
rinded	rάindid
wryneck	rάinèk
rhinoplasty	rάinəplæ̀sti
rhinoscope	rάinəskòup
rhinal	rάinl
rhineland	rάinlæ̀nd
rhino	rάinou
rhinestone	rάinstòun
ripely	rάipli
ripen	rάipn
ripeness	rάipnis
ricebird	rάisbə̀ʒrd
ricer	rάisər
righteous	rάit∫əs
righteousness	rάit∫əsnis
rhyton	rάitan
righter	rάitər
rightful	rάitfəl
righty	rάiti
rightish	rάiti∫
writing	rάitiŋ
writing	rάitiŋ
rightist	rάitist
rightly	rάitli
rightless	rάitlis
righten	rάitn
rightness	rάitnis
writeoff	rάitɔ̀f
rightward	rάitwərd
rightwards	rάitwərdz
writeup	rάitλp
rival	rάivəl
rivalry	rάivəlri
rivage	rάividʒ
rhizopod	rάizəpàd
riser	rάizər
rhizosphere	rάizəsfìər
rhizic	rάizik
rising	rάiziŋ
rhizome	rάizoum
rhizoid	rάizɔid
risetime	rάiztàim
rockshaft	rάk∫æ̀ft
rockabilly	rάkəbili
rocambole	rάkəmbaoul
rocker	rάkər
rockery	rάkəri
rockfest	rάkfèst
rocky	rάki
rocky	rάki
rodkefeller	rάkifèlər
rocking	rάkiŋ
rocket	rάkit
rocket	rάkit
rocketdrome	rάkitdròum
rockfish	rάkitfì∫
rockhead	rάkithèd
rocketry	rάkitri
rocketsonde	rάkitsànd
rockies	rάkiz
rockrose	rάkróuz
rockwork	rάkwə̀ʒrk
rockweed	rάkwìʒd
rowlock	rάlək
rolfing	rάlfiŋ
rolley	rάli
rollick	rάlik
rollo	rάlou
rhombi	rάmbai
rhombochasm	rάmbəkæ̀zm
rhombus	rάmbəs
rhomboid	rάmbɔid
romulus	rάmjuləs
rompers	rάmpərz
rompish	rάmpi∫
rondel	rάndl
rondeau	rάndou
rondo	rάndou
rondure	rάndʒər
ronald	rάnld
roscoe	rάskou
roster	rάstər
rostrate	rάstreit
rostrated	rάstreitid
rostra	rάstrə
rostral	rάstrəl
rostrum	rάstrəm
rochet	rάt∫it
rotter	rάtər
rotterdam	rάtərdæm
rotten	rάtn
rottenstone	rάtnstoun
rowdy	rάudi
rowdydowdy	rάudidàudi
rowdyism	rάudiizm
rowel	rάuəl
rowan	rάuən
rowen	rάuən
rowanberry	rάuənberi
roundabout	rάundəbaut
roundelay	rάundəlei
rounder	rάundər
roundish	rάundi∫
rounded	rάundid
rounding	rάundiŋ
roundel	rάundl
roundly	rάundli
roundlet	rάundlit
roundness	rάundnis
roundsman	rάundzmən
roustabout	rάustəbaut
router	rάutər
rouseabout	rάuzəbaut
rouser	rάuzər
rousie	rάuzi
rousing	rάuziŋ
rozzer	rάzər
rosin	rάzn
raga	rάʒgə
rama	rάʒmə
rendezvous	rάʒndivùʒ
ratel	rάʒtl
rathskeller	rάʒtskèlər
rarebit	rέərbit
rarity	rέərəti
rareeshow	rέəri∫òu
raring	rέəriŋ
rarely	rέərli
rareness	rέərnis
rareripe	rέərràip
russia	rλ∫ə
russian	rλ∫ən
russianize	rλ∫ənaiz
rushy	rλ∫i
rushing	rλ∫iŋ
rushlike	rλ∫laik
rushlight	rλ∫lait
rushmore	rλ∫mɔəʌ
rushwork	rλ∫wəʒrk
rubout	rλbaut
rubdown	rλbdaun
rubber	rλbər
rubberize	rλbəraiz
rubbery	rλbəri
rubberneck	rλbərnek
ruburb	rλbəʒrb
rubbish	rλbi∫
rubbishy	rλbi∫i
rubbishing	rλbi∫iŋ
rubbing	rλbiŋ
rubble	rλbl
rubbly	rλbli
rubblework	rλblwəʒrk
rubstone	rλbstoun
ruddock	rλdək
rudder	rλdər
rudderfish	rλdərfi∫
rudderless	rλdərlis
rudderpost	rλdərpoust
ruddy	rλdi
ruddily	rλdili
ruddle	rλdl
roughen	rλfən
ruffling	rλffliŋ
roughish	rλfi∫
roughage	rλfidʒ
ruffian	rλfiən
roughing	rλfiŋ
ruffle	rλfl
ruffled	rλfld
roughly	rλfli
roughneck	rλfnek
roughness	rλfnis
roughride	rλfraid
rugby	rλgbi
rugbeian	rλgbiən
rugger	rλgər
rugged	rλgid
ruction	rλk∫ən
ruckus	rλkəs
ruckle	rλkl
rucksack	rλksæk
rulley	rλli
rhumba	rλmbə
rumba	rλmbə
rumble	rλmbə
rhumbatron	rλmbətəan
rumbler	rλmblər
rumbly	rλmbli
rumbling	rλmbliŋ
rumdum	rλmdʌm
rummer	rλmər
rummy	rλmi
rummage	rλmidʒ
rumpet	rλmpet
rumpus	rλmpəs
rumple	rλmpl
rumrunner	rλmrʌnər
rundle	rλndl
runabout	rλnəbaut
runnable	rλnəbl
runagate	rλnəgeit
runner	rλnər
runaway	rλnəwei
runny	rλni
runin	rλnin
longrunning	rλniŋ
running	rλniŋ
runnel	rλnl
runless	rλnlis
runlet	rλnlit
runoff	rλnɔʒf
runcinate	rλnsənət
runty	rλnti
runway	rλnwei
rupture	rλpt∫ər
russify	rλsəfai
russophile	rλsəfail
russophobe	rλsəfoub
russet	rλsit
russetty	rλsiti
ruskin	rλskin
russell	rλsl
rustle	rλsl
rustler	rλslər
rustling	rλsliŋ
rusty	rλsti
rustic	rλstik
rusticate	rλstikeit
rustily	rλstili
rustless	rλstlis
rustproof	rλstprùʒf
rutty	rλti
ruttish	rλti∫
rutting	rλtiŋ
rutherford	rλʒərfəd
semidetached	s`miditǽt∫t
senegalese	s`nigəlíʒz
psychanalysis	s`sikənǽləsis
psychophysics	saaikoufíziks
psychopathologist	saaikoupəθάlədʒist
sonde	saand
sash	sæ∫
sachet	sæ∫éi
sashay	sæ∫éi
sabadilla	sæ̀bədílə
sabotage	sǽbətàʒʒ
saboteur	sǽbətə́ʒr
sabbatarian	sæ̀bətέəriən
sabbath	sǽbəθ
sabaoth	sǽbiàθ
sabulous	sǽbjuləs
sabot	sǽbou
saboted	sæbóud
sad	sæd
sadiron	sǽdàiərn
sadism	sǽdizəm
sadismist	sǽdizəmist
sadcolored	sǽdkʌlərd
saddle	sǽdl
saddlebag	sǽdlbæ̀g
saddleback	sǽdlbæ̀k
saddlebow	sǽdlbòu
saddler	sǽdlər
saddlery	sǽdləri
sadly	sǽdli
saddlecloth	sǽdlklɔ̀θ
saddleless	sǽdllis
saddlesore	sǽdlsɔ̀ər
saddletree	sǽdltrìʒ
sadlooking	sǽdlúkiŋ
sadden	sǽdn
sadness	sædnis
sadomasochism	sæ̀doumǽzəkìzəm
sadducee	sǽdʒəsiʒ
sagittate	sǽdʒətèit
sagittal	sǽdʒətl
sagittarius	sæ̀dʒitέəriəs
sadducean	sæ̀dʒusíʒən
sadat	sædάʒt
sapphire	sǽfaiər
sapphirine	sǽfəràin
sapphic	sǽfik
sapphism	sǽfizəm
safflower	sǽflàuər
sappho	sǽfou
saffron	sǽfrən
safranine	sǽfrənìʒnʒ
sackful	sǽfúl
sag	sæg
saghalien	sǽgəlìʒnʒ
sagamore	sǽgəmɔ̀ʒ
sagger	sǽgər
saggy	sǽgi
sacking	sǽiŋ
satyriasis	sæ̀itərάiəsis
sac	sæk
sack	sæk
sacque	sæk
sackartist	sǽkàərtist
sackbut	sǽkbλt
saccate	sǽkeit
sakhalin	sǽkəlíʒnʒ
sacchar	sǽkər
saccharide	sǽkəràid
saccharine	sǽkəràin
saccharize	sǽkəràiz
saccharate	sǽkərèit
saccharize	sǽkərənàiz
sacchariferous	sæ̀kərífərəs
saccharimeter	sæ̀kərímitər
saccharin	sǽkərin
saccharinity	sæ̀kərínəti
saccharose	sǽkəròus
saccharoid	sǽkərɔ̀id
saccharometer	sæ̀kərάmətər
saccharometer	sæ̀kərάmitər
saki	sǽki
sacculated	sǽkjulèitid
saccular	sǽkjulər
saccule	sǽkjuʒl
saccule	sǽkjuʒl
sackcloth	sǽklɔ̀θ
sacrifice	sǽkrəfàis
sacrificial	sǽkrəfí∫əl
sacral	sǽkrəl
sacrilege	sǽkrəlidʒ
sacrilegious	sæ̀krəlídʒəs
sacramentalist	sæ̀krəméntəlist
sacramentalism	sæ̀krəméntəlìzm
sacramentary	sæ̀krəméntəri
sacramental	sæ̀krəméntl
sacramento	sæ̀krəméntou
sacramentarian	sæ̀krəmentέəriən
sacrament	sǽkrəmənt
sacristan	sǽkristən
sacristy	sǽkristi
sacroiliac	sæ̀krouíliæ̀k
sacrosanct	sǽkrousæ̀ŋkt
sacrosanctity	sǽkrousæ̀ŋktəti
saxophone	sǽksəfòun
saxophonist	sǽksəfòunist
sacciform	sǽksəfɔ̀ərm
saxifrage	sǽksəfridʒ
saxony	sǽksəni
saxonism	sǽksənìzm
saxhorn	sǽkshɔ̀ʒrn
saxicolous	sæksíkələs
saxecoburggotha	sǽkskóubəʒrggóutə
saxon	sǽksn
saccade	sækάʒd
sal	sæl
salamandrine	sæ̀ləǽndrin
salad	sǽləd
salify	sǽləfài
salamander	sǽləmæ̀ndər
salamis	sǽləmis
salinize	sǽlənàiz
salangane	sǽləngæ̀n
salinometer	sæ̀lənάmitər
salop	sǽləp
salopette	sæ̀ləpét
saleratus	sǽlərèitəs
salary	sǽləri
salaried	sǽlərid
salicyl	sǽləsil
salicylic	sæ̀ləsílik
salicin	sǽləsin
salivation	sǽləvèi∫ən
salivate	sǽləvèit
salivary	sǽləvèri
sally	sǽli
salinger	sǽlindʒər
salep	sǽlip
sallet	sǽlit
salutation	sæ̀ljətéi∫ən
salutary	sǽljətèri
saluretic	sæ̀ljurétik
salutation	sæ̀ljutéi∫ən
salyut	sæljúʒt
salmagundi	sæ̀lməgλndi
salmonella	sæ̀lmənélə
salmonellosis	sæ̀lmənelousis
salmonid	sǽlmənìd
salmonoid	sǽlmənɔ̀id
sallow	sǽlou
sallowish	sǽloui∫
salol	sǽlɔʒl
salpiglossis	sæ̀lpəglάsis
salpingectomy	sæ̀lpindʒéktəmi
salpinx	sǽlpiŋks
salse	sæls
salsa	sǽlsə
salsify	sǽlsəfi
saltation	sæltéi∫ən
saltigrade	sǽltəgrèid
saltus	sǽltəs
salve	sælv
salvation	sælvéi∫ən
salationism	sælvéi∫ənìzm
salvable	sǽlvəbəl
salvador	sǽlvədɔ́ʒr
salvadoran	sǽlvədɔ́ʒrən
salvolatile	sælvəlǽtəli
salver	sǽlvər
salvor	sǽlvər
salvarsan	sǽlvərsæ̀n
salvage	sǽlvidʒ
salvia	sǽlviə
saivific	sælvífik
salvo	sǽlvou
sam	sæm
psammite	sǽmait
samite	sǽmait
samba	sǽmbə
sambo	sǽmbou
samoyed	sæ̀məjéd
samoyedic	sæ̀məjédik
samel	sǽməl
salmon	sǽmən
salmonberry	sǽmənbèri
salmoncolor	sǽmənkλlər
salmoncolored	sǽmənkλlərd
samara	sǽmərə
samarkand	sǽmərkæ̀nd
samphire	sǽmfaiər
sammy	sǽmi
semicircular	saemisə́ʒrkjulər
samiel	sæmjél
samuel	sǽmjuəl
samuelson	sǽmjuəlsn
samlet	sǽmlit
samnite	sǽmnait
samnium	sǽmniəm
samovar	sǽmouvàʒr
samp	sæmp
sampan	sǽmpæn
sample	sǽmpl
sampling	sǽmpliŋ
samson	sǽmsn
sana	sǽnaʒ
sanbenito	sæ̀nbəníʒtou
sand	sænd
sandbag	sǽndbæ̀g
sandbank	sǽndbæ̀ŋk
sandbox	sǽndbàks
sandbed	sændbèd
sandblast	sǽndblæ̀st
sandwichboat	sǽndbòut
sandboy	sǽndbɔ̀i
sandiver	sǽndəvər
sandfly	sǽndflài
sandglass	sǽndglæ̀s
sandgroper	sændgròupər
sandhurst	sǽndhəʒrst
sandhiller	sǽndhìlər
sandhi	sǽndi
sandy	sǽndi
sandyish	sǽndii∫
sandyacht	sǽndjàt
sandal	sǽndl
sandlot	sǽndlàt
sandlotter	sǽndlàtər
sandman	sǽndmæ̀n
sandpiper	sǽndpàipər
sandpaper	sǽndpèipər
sanpit	sǽndpìt
sandra	sǽndrə
sandsoap	sǽndsòup
sandstone	sǽndstòun
sandstorm	sǽndstɔ̀ʒrm
sandworm	sǽndwə̀ʒrm
sandwort	sǽndwə̀ʒrt
sandwich	sǽndwit∫
sandalwood	sǽndwúd
sanjak	sændʒǽk
sanify	sǽnəfài
sanitation	sæ̀nətéi∫ən
sanitationman	sæ̀nətéi∫ənmæ̀n
sanitate	sǽnətéit
sanitary	sǽnətèri
sanity	sǽnəti
sanative	sǽnətiv
sanatory	sǽnətɔ́ʒri
sanatorium	sæ̀nətɔ́ʒriəm
sanitize	sæ̀nətάiz
sanforize	sǽnfəràiz
sanforized	sǽnfəràizd
sangraal	sængréil
sanhedrim	sænhédrim
sanicle	sǽnikl
sanitorium	sæ̀nitmən
sanserif	sænsérif
sansevieria	sæ̀nsəvíəriə
sanskrit	sǽnskrit
sanskritic	sænskrítik
santeria	sæ̀nteiríʒə
santero	sæntéirou
santa	sǽntə
santonin	sǽntənin
santayana	sæ̀ntiǽnə
santiago	sæ̀ntiάʒʒgou
santodomingo	sæ̀ntoudəmiŋgou
santonica	sæntάnikə
sans	sænz
sansculotte	sæ̀nzkjulάt
sang	sæŋ
sangar	sǽŋgər
sangaree	sæ̀ŋgəríʒ
sangria	sæŋgríʒə
sanguification	sæ̀ŋgwəfəkéi∫ən
sanguinary	sǽŋgwənèri
sanguiferous	sæŋgwífərəs
sanguine	sæŋgwin
sanguinarily	sæ̀ŋgwinérəli
sanguinolent	sæŋgwínələnt
sanguineous	sæŋgwíniəs
sank	sæŋk
sanction	sǽŋk∫ən
sanctuary	sǽŋkt∫uə̀ri
sancta	sǽŋktə
sanctify	sǽŋktəfài
sanctified	sǽŋktəfàid
sanctifier	sǽŋktəfàiər
sanctification	sæ̀ŋktəfikéi∫ən
sanctum	sǽŋktəm
sanctimony	sǽŋktəmòuni
sanctimonious	sæ̀ŋktəmóuniəs
sanctimoniousness	sæ̀ŋktəmóuniəsnis
sanctus	sǽŋktəs
sanctity	sǽŋktəti
sap	sæp
sapodilla	sæ̀pədílə
sapajou	sǽpədʒùʒ
saponaceous	sæ̀pənéi∫əs
saponin	sǽpənin
sapper	sǽpər
sapgreen	sǽpgríʒnʒ
saphead	sǽphèd
sappy	sǽpi
sapid	sǽpid
sapidity	sæpídəti
sapiens	sǽpiənz
sapremia	sæpíʒmiə
sapling	sǽpliŋ
sapless	sǽplis
saprophyte	sǽprəfàit
saprophytic	sæ̀prəfítik
saprogenic	sæ̀proudʒénik
saprophagous	sæprάfəgəs
sapsago	sæpséigou
sapsucker	sǽpsλkər
sapwood	sǽpwùd
saraband	sǽrəbæ̀nd
saracenic	sæ̀rəsénik
saracen	sǽrəsən
sarracenia	sæ̀rəsíʒniə
saratoga	sæ̀rətóugə
sas	sæs
sassaby	sǽsəbi
sassafras	sǽsəfræ̀s
sassenach	sǽsənæ̀k
sacerdotalism	sæ̀sərdóutəlizəm
saccerdotage	sǽsərdòutidʒ
sacerdotal	sæ̀sərdóutl
sassy	sǽsi
saskatoon	sæ̀skǽtúʒnʒ
sasquatch	sǽskwæt∫
sat	sæt
satchel	sǽt∫əl
saturation	sæ̀t∫əréi∫ən
saturate	sǽt∫ərèit
saturable	sǽt∫ərəbl
saturant	sǽt∫ərənt
satire	sǽtaiər
satirize	sǽtaiəràiz
satirical	sǽtaiərikəl
satellite	sǽtəlàit
satellitic	sæ̀təlítik
satellization	sæ̀təlizéi∫ən
satelloid	sǽtəlɔ̀id
satelloon	sǽtəlùʒnʒ
satin	sǽtən
satinet	sæ̀tənét
satiny	sǽtəni
satinwood	sǽtənwùd
satyr	sǽtər
saturday	sǽtərdèi
saturdays	sǽtərdiz
satyric	sǽtərik
saturn	sǽtərn
saturnalia	sæ̀tərnéiliə
saturnism	sǽtərnìzm
saturnine	sǽtərnάin
saturnian	sætə́ʒrniən
satisfaction	sæ̀tisfǽk∫ən
satisfactorily	sæ̀tisfǽktərəli
satisfactory	sæ̀tisfǽktəri
satisfy	sǽtisfài
satisfied	sǽtisfàid
satisfiable	sǽtisfàiəbl
satisfying	sǽtisfàiiŋ
saveloy	sǽvəlɔ̀i
savonarola	sæ̀vənəróulə
savarin	sǽvərin
savvy	sǽvi
savage	sǽvidʒ
savagery	sǽvidʒəri
sain	sǽvin
savoirfaire	sǽvwaʒrfέər
solemnization	sàəmnizéi∫ən
sardinefit	saərdíʒnfìt
sargassum	saərgǽsəm
sark	saərk
sarcomatosis	saərkòumətóusis
sarcoidosis	sàərkɔidóusis
sarcophagous	saərkάfəgəs
sarmentose	saərméntous
sartorius	saərtɔ́ʒriəs
sophomoric	sàfəmɔ́ʒrik
psi	sai
sigh	sai
sciagraphy	saiǽgrəfi
sciamachy	saiǽməki
sciametry	saiǽmətri
cyanogen	saiǽnədʒən
cyanamide	saiǽnəmid
cyanic	saiǽnik
sciatic	saiǽtik
sciatica	saiǽtikə
cyberphobia	sàibərfóubiə
cybernation	sàibərnéi∫ən
